,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.682425186709271,0.7039412080851151,0.6958269335280627,0.6900360061233796,0.6631788583407944,0.6832055779287001,0.7036815532224328,0.6754769205483833,0.6491430198281961,0.9098898784758238,0.6873907887389203,0.6988083745564686,0.6306330340418462,0.6940101324154602,0.674631169195564,0.6645849251158951,0.6561590763318453,0.6909715458943776,0.8764265362023188,0.6875925410248909
1,0.6547129525637663,0.8385029339558708,0.6609617107650084,0.65469405387798,0.6759346490637417,0.668428314822864,0.9083406755005805,0.6708941772381217,0.6804316457709315,0.6683422709152449,0.6554544059117813,0.6831073800517757,0.6750375777776212,0.6697828910819019,0.6888369793368385,0.6739453470777514,0.6705055477631261,0.6690135788676879,0.6836486809387666,0.6647189962089031
2,0.6480555973133375,0.682676889304285,0.6647364895618044,0.9155390362885435,0.6573175113814476,0.696404094992449,0.6906685051406269,0.6532103920269327,0.6355287871371481,0.6468027037865856,0.6739092135906272,0.6789433030024916,0.622247755203793,0.6640842053054754,0.6619733502726104,0.6299452359701125,0.6382061675661663,0.6771513127247338,0.7064409084234782,0.6607743593435649
3,0.6863831407818268,0.7060863612633821,0.6935366629779367,0.6905936853861472,0.6648840596455641,0.6836124193919048,0.6946956005891111,0.6697302369012209,0.6361047120452504,0.6495901541909591,0.6890313579488258,0.692414902105856,0.8498985985530578,0.6960821188430988,0.6567729930029208,0.6537483605415287,0.6376225222019217,0.6795793612946545,0.7191061407579352,0.6805574229757555
4,0.9451381761270157,0.8174923743218347,0.9453135286557308,0.693921807079776,0.9228417916466518,0.9421830991094328,0.7086192208436758,0.9335636153515499,0.9116625454577464,0.6762262794581584,0.9447630181454384,0.7059775971855364,0.6467193131015856,0.6984334434673032,0.6857739539997838,0.924271385713876,0.661620886397607,0.7043618146127243,0.8565467386286725,0.9447247518557768
5,0.9539275634686928,0.8351288351093713,0.956798156974199,0.7083529920599172,0.9304464535461237,0.9458129295644659,0.7128941556948459,0.947894050623237,0.9172407175777268,0.6739330370691609,0.9581461366379032,0.7161895812021788,0.6457996039383413,0.7182887764745763,0.6914078953020096,0.9278631471714374,0.6668848032395249,0.7053063450241873,0.8690689089259774,0.9526171909339932
6,0.6735177441476636,0.7023775982355442,0.695010902410566,0.6916341477824128,0.6804586541538117,0.7005535959703612,0.7052647722089704,0.6785812070263714,0.6621007874163473,0.6743889588533056,0.6987428331580313,0.7042109432068712,0.6532681101392277,0.6963590585608482,0.685199394181289,0.6745502697491282,0.911881455175899,0.707027166928317,0.726856376820281,0.6998483304364972
7,0.7062655241125293,0.7428297111587818,0.696318787849523,0.6980613911427864,0.6859835431839785,0.688523717646372,0.6918743875684202,0.6945815285689608,0.6583415999400788,0.6626347857327695,0.708714975703205,0.7016429922318885,0.6284226857373509,0.9523819930656112,0.6702444453912069,0.6673731802559526,0.6509180721909287,0.6838857009505243,0.7252524758475265,0.6994200777780168
8,0.6822494585295461,0.7096807022612186,0.6917098842715108,0.6906262512277399,0.6764242316745944,0.6963630550777236,0.7114404724161337,0.6845109902305855,0.6646512153955769,0.6776656807911072,0.6916186172359416,0.9379609816859582,0.6503094379909995,0.696091479541381,0.920739577961355,0.6788472637856331,0.67054681980075,0.7012899371125976,0.7272798574483019,0.6971793912990807
9,0.605667566496598,0.7857361851003849,0.5914608398008203,0.594701697572043,0.6234594696296585,0.6038986854764264,0.8511047990837239,0.6050363719094133,0.6041998740824195,0.5778327291037834,0.6132636615335297,0.6168773446642994,0.5740349529132442,0.6150253000629532,0.5858116040275527,0.6023375051753703,0.584386186004781,0.6039215130114907,0.6167390207937696,0.6059171607242739
10,0.6794415043933772,0.6929737234381098,0.6886797771440908,0.6826155230313701,0.6673970925690695,0.6814359577892387,0.7003969135493165,0.679686670799992,0.6731362013935657,0.6752228424776596,0.6826889774549562,0.9459251063024907,0.6466830331688178,0.6892348516482079,0.9291337948734704,0.6756969279514891,0.6661336627819655,0.6927020604357228,0.7114749255023164,0.6868652398272261
