patients,doctors,r_matching
P20,D27,0.594499879848572
P20,D28,0.660984910245314
P20,D29,0.631748496784751
P20,D30,0.634113278322904
P20,D31,0.640525735463978
P20,D32,0.626976886726722
P20,D33,0.669484470201618
P20,D34,0.62383933367044
P20,D35,0.641788559493608
P20,D36,0.555243351188646
P21,D1,0.659769493027516
P21,D2,0.642634984279813
P21,D3,0.625052214169909
P21,D4,0.616769224337447
P21,D5,0.639893241143074
P21,D6,0.652137485062455
P21,D7,0.643572326909271
P21,D8,0.634761917490345
P21,D9,0.603226068363841
P21,D10,0.666643130937598
P21,D11,0.659012131161594
P21,D12,0.655845245781223
P21,D13,0.609098430170261
P21,D14,0.641285375499742
P21,D15,0.694447399940537
P21,D16,0.742631474116233
P21,D17,0.658676124487438
P21,D18,0.818278510410295
P21,D19,0.620020872309413
P21,D20,0.666727597816335
P21,D21,0.81943610247335
P21,D22,0.888817557048445
P21,D23,0.898412565762267
P21,D24,0.744355981885059
P21,D25,0.641260620038745
P21,D26,0.659683978250113
P21,D27,0.611307455155448
P21,D28,0.687093810111651
P21,D29,0.63636601861872
P21,D30,0.637638103154369
P21,D31,0.904843230742366
P21,D32,0.622696220782787
P21,D33,0.670904925944678
P21,D34,0.635250339071791
P21,D35,0.915385866537353
P21,D36,0.570708948454938
P22,D1,0.672106451526785
P22,D2,0.66711172869416
P22,D3,0.654722300691077
P22,D4,0.624260184498097
P22,D5,0.754755805345437
P22,D6,0.650643811886489
P22,D7,0.648876823028421
P22,D8,0.67732558088119
P22,D9,0.623233799783782
P22,D10,0.655725429805378
P22,D11,0.761710687356356
P22,D12,0.646176701302594
P22,D13,0.608449684563198
P22,D14,0.646264941494267
P22,D15,0.692160178083098
P22,D16,0.759839882179348
P22,D17,0.682657523225845
P22,D18,0.577604936731381
P22,D19,0.632468846950485
P22,D20,0.687380853092533
P22,D21,0.599189944835776
P22,D22,0.664098077189857
P22,D23,0.660204496723334
P22,D24,0.791169930146956
P22,D25,0.634276549483419
P22,D26,0.66896049169844
P22,D27,0.604807555350978
P22,D28,0.792271679773027
P22,D29,0.771012892257535
P22,D30,0.815398655738407
P22,D31,0.658360485328422
P22,D32,0.804785009011242
P22,D33,0.680175164748964
P22,D34,0.640698988291477
P22,D35,0.665271748657692
P22,D36,0.564268755160442
P23,D1,0.63830373054898
P23,D2,0.639725831955579
P23,D3,0.619281928288683
P23,D4,0.609988351247604
P23,D5,0.856636399808837
P23,D6,0.628912431771467
P23,D7,0.625315334240187
P23,D8,0.63967350687682
P23,D9,0.601943614955552
P23,D10,0.635603537581187
P23,D11,0.817785859720014
P23,D12,0.635627067987252
P23,D13,0.59647197117448
P23,D14,0.620123290403287
P23,D15,0.656611196352282
P23,D16,0.8300932912953
P23,D17,0.639036663243834
P23,D18,0.563901130154415
P23,D19,0.611383377473914
P23,D20,0.673136121764711
P23,D21,0.580212021126553
P23,D22,0.646521892265026
P23,D23,0.639370592337525
P23,D24,0.853223005087733
P23,D25,0.624287496600313
P23,D26,0.639874686224365
P23,D27,0.58915683414056
P23,D28,0.884639538683675
P23,D29,0.869720242116298
P23,D30,0.636661427613684
P23,D31,0.643569322807753
P23,D32,0.625893786066098
P23,D33,0.660658232219455
P23,D34,0.614484817223419
P23,D35,0.642977495972343
P23,D36,0.553901866882265
P24,D1,0.64875242965967
P24,D2,0.65313611524809
P24,D3,0.620932571294099
P24,D4,0.634558817249439
P24,D5,0.617034670805507
P24,D6,0.640567528923866
P24,D7,0.644382543963681
P24,D8,0.683546985233918
P24,D9,0.626608605447855
P24,D10,0.895875770914184
P24,D11,0.770108274956393
P24,D12,0.868483587703727
P24,D13,0.622742840948627
P24,D14,0.887331046667321
P24,D15,0.881595429218009
P24,D16,0.661468297385672
P24,D17,0.913427807052622
P24,D18,0.596263956823621
P24,D19,0.659256193915747
P24,D20,0.878052284868034
P24,D21,0.615987401377583
P24,D22,0.660961872076389
P24,D23,0.627917887106664
P24,D24,0.681781178110051
P24,D25,0.869318316897655
P24,D26,0.892419618442705
P24,D27,0.606154146606928
P24,D28,0.644754753190332
P24,D29,0.647952333680825
P24,D30,0.636934753069269
P24,D31,0.646610915898979
P24,D32,0.646610137564292
P24,D33,0.653916401563019
P24,D34,0.886631121271706
P24,D35,0.648834939311048
P24,D36,0.810332969615312
P25,D1,0.666472425778148
P25,D2,0.643384513935693
P25,D3,0.647317249171625
P25,D4,0.594863230760386
P25,D5,0.642714689359638
P25,D6,0.625552047201419
P25,D7,0.634223223920812
P25,D8,0.633173272381359
P25,D9,0.607335558914184
P25,D10,0.649378387164099
P25,D11,0.679324641156627
P25,D12,0.665042951403013
P25,D13,0.579346499560245
P25,D14,0.623743801338293
P25,D15,0.666661475737113
P25,D16,0.743152480231983
P25,D17,0.655538530609338
P25,D18,0.796907107907047
P25,D19,0.61613022279546
P25,D20,0.665622628283577
P25,D21,0.824769561943744
P25,D22,0.868029907453988
P25,D23,0.88388561765488
P25,D24,0.726210962719802
P25,D25,0.632655619330599
P25,D26,0.657906890835941
P25,D27,0.593214128667982
P25,D28,0.669552446085365
P25,D29,0.626204734942126
P25,D30,0.655337597623489
P25,D31,0.887437927521864
P25,D32,0.619526973713715
P25,D33,0.646059875976062
P25,D34,0.6144965722278
P25,D35,0.899768463312494
P25,D36,0.539308608579229
P26,D1,0.614086041989484
P26,D2,0.693327337839345
P26,D3,0.587999562314435
P26,D4,0.680041623805295
P26,D5,0.677479331880937
P26,D6,0.620134915864657
P26,D7,0.624840581420949
P26,D8,0.689773637074101
P26,D9,0.595329441016973
P26,D10,0.634357777406451
P26,D11,0.686387407437149
P26,D12,0.60068069263693
P26,D13,0.620045795253658
P26,D14,0.69069759587845
P26,D15,0.703078427992456
P26,D16,0.735436269713073
P26,D17,0.669121032640625
P26,D18,0.587942686275382
P26,D19,0.650736705696974
P26,D20,0.60792705643811
P26,D21,0.649068242965346
P26,D22,0.68300071701572
P26,D23,0.587691525601328
P26,D24,0.78398694526999
P26,D25,0.598061449488033
P26,D26,0.663847414692735
P26,D27,0.595719359506411
P26,D28,0.687844975556551
P26,D29,0.79554506727211
P26,D30,0.610153289820144
P26,D31,0.650263667889578
P26,D32,0.637108620469311
P26,D33,0.784566938387905
P26,D34,0.667924022895497
P26,D35,0.611830973694372
P26,D36,0.548125692594756
P27,D1,0.587655000851117
P27,D2,0.588366078057106
P27,D3,0.598677072915091
P27,D4,0.580447531779547
P27,D5,0.565211429402641
P27,D6,0.610126872752376
P27,D7,0.590852086685187
P27,D8,0.622985141182045
P27,D9,0.601223479224321
P27,D10,0.580875318107915
P27,D11,0.63187769680221
P27,D12,0.565294969966569
P27,D13,0.584793856347599
P27,D14,0.601270058824438
P27,D15,0.600245958445957
P27,D16,0.610027036809044
P27,D17,0.616847086438353
P27,D18,0.566165010084064
P27,D19,0.609626858959246
P27,D20,0.574525934086143
P27,D21,0.585558525634342
P27,D22,0.588360025515428
P27,D23,0.561824484703334
P27,D24,0.595138818498986
P27,D25,0.576302499974902
P27,D26,0.573325877328394
P27,D27,0.562931954190225
P27,D28,0.571313833291104
P27,D29,0.597093127066548
P27,D30,0.872452097730573
P27,D31,0.598342612585191
P27,D32,0.851917276412724
P27,D33,0.568975971781145
P27,D34,0.586501566504666
P27,D35,0.576483312375216
P27,D36,0.540994974350331
P28,D1,0.626666278010479
P28,D2,0.684824961214534
P28,D3,0.850517544242775
P28,D4,0.678898435831553
P28,D5,0.604236721594659
P28,D6,0.623400959945909
P28,D7,0.651098525638292
P28,D8,0.717606117101431
P28,D9,0.623536679808731
P28,D10,0.646997152063266
P28,D11,0.639185409095519
P28,D12,0.605190470710898
P28,D13,0.624863512889304
P28,D14,0.684938998253887
P28,D15,0.765232763340269
P28,D16,0.686110544101713
P28,D17,0.660811376969917
P28,D18,0.608298431273564
P28,D19,0.682588496496043
P28,D20,0.614949200167992
P28,D21,0.667498002835403
P28,D22,0.699000982644274
P28,D23,0.593220722306129
P28,D24,0.720843591857091
