,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.7062136410825932,0.9514577119506288,0.9523292922000848,0.6942026092798521,0.7051424671966662,0.6737254962847031,0.7053091265700171,0.684565711433138,0.6708976412684979,0.6539245730891993,0.6968620642053893,0.7047603184098417,0.7184428992713446,0.7243178085239615,0.6918645582242784
1,0.7128403733171558,0.7654390009300382,0.7168060841651357,0.682059486488677,0.9530637974315862,0.6630836215604786,0.7012503256332895,0.6732357292294936,0.665707794497131,0.6371020622895546,0.6936658329861468,0.6898137739052658,0.9636180301976018,0.7200940674572714,0.689807274001774
2,0.6810552280343172,0.7029311450906511,0.6807047177282897,0.650777341833046,0.6740627037513691,0.8751765557614857,0.6719943484586164,0.6411085849209793,0.6416921004581079,0.6078439430334589,0.6707242941208671,0.6649485339124134,0.6912621771243466,0.6931483327378493,0.6891145297954575
3,0.7215140700367745,0.7329625163275384,0.7138978351155303,0.6864907534385339,0.7091341538336157,0.6678714995862454,0.7010066091886431,0.6753309353587242,0.6671310466333573,0.6418719908896358,0.6937167749965573,0.9447113411736496,0.7205723521882132,0.7677068086444787,0.6890447297365003
4,0.6985195729982145,0.7248246532039919,0.693751000293567,0.6763483779607173,0.7103127926862434,0.6569527920823584,0.683292497061212,0.6599964186026479,0.6605835106841285,0.6337099831081873,0.9373481757688749,0.6951073350715757,0.7029380401461456,0.925619548984008,0.6749455602001473
5,0.7104551618231774,0.7142523258544823,0.7069050269861666,0.6754293036818714,0.69885031082853,0.6448119115711772,0.9407890680353586,0.6642477300965988,0.6543963685352137,0.6251655086052806,0.6800461012781588,0.6832170785654939,0.7105332369851376,0.7077823744846159,0.6778125202843946
6,0.7068047045355045,0.7161445421023847,0.6983178904461605,0.6835633475441432,0.6911523062723283,0.6531682985331198,0.7024624310191496,0.673722541233323,0.6610622749033259,0.8748867215618983,0.6751846813259071,0.692076743073003,0.706538237595245,0.7163840545742683,0.6861865819863855
7,0.6847096480446887,0.7071435785449356,0.6872967876889005,0.6720077097655475,0.6829433878710125,0.8926515861347282,0.6810215539223006,0.6532787688389633,0.6554156102335953,0.6339824013211849,0.6685218635867483,0.6797108904308313,0.6895224251308901,0.7015546104662186,0.682927913505363
8,0.9207180150869345,0.7327608923255308,0.7103662594864426,0.7489918278000374,0.7048029486079178,0.649575790065447,0.6975746065639061,0.7373120352528625,0.7369954659704956,0.6310526024988043,0.6861621124227251,0.6884900560140634,0.7258819347447656,0.7246834809347945,0.7041096461765344
9,0.7161819288262773,0.7279467890274764,0.712455598246681,0.7015337515821565,0.7117297186218723,0.6862646072918832,0.7099622427285144,0.692951098250406,0.684008085933168,0.6563751300925057,0.7090746812652385,0.9507737703129708,0.7138860038934376,0.7665852770570896,0.6872118590661686
10,0.7070633995902924,0.7170535725358816,0.703391582935929,0.672553742168818,0.6919960836670374,0.6398547970542839,0.6950767846434315,0.6691023232311027,0.6533096849103253,0.6273627932805823,0.9122425245053057,0.685054388275421,0.7075084120901955,0.9305468302943481,0.6840723345026523
11,0.6487906887745731,0.6532506020594661,0.6387304120915647,0.8791088011969856,0.6442044745972979,0.6609466251718541,0.6410362135396499,0.8877678826003026,0.8910524190893538,0.6519836840248696,0.643516666384974,0.6479824326123906,0.6558582488774773,0.6572791189609899,0.6428178472404279
12,0.6799038536044161,0.7467197937201099,0.6879339056518168,0.6815377613474844,0.918015914931795,0.673393657540357,0.6834593670614684,0.663310724133624,0.6838547971279376,0.6583857113502646,0.6697857345966882,0.6739520474080689,0.9386717911034959,0.7130873837048813,0.6915036851510372
13,0.5951436130190223,0.6088545011346125,0.5988380572428258,0.5956311879829496,0.5969743398899531,0.6030650097857199,0.5919618026451259,0.6065947200035616,0.5804784124899046,0.596400855850836,0.6162844110737316,0.8404822561556926,0.6067394504166022,0.6452180264073006,0.627659534970731
14,0.6203247056215364,0.8749745067742012,0.8886411684456574,0.633854287997421,0.6275713496265424,0.6425461713748669,0.6310321967066956,0.6454101290108023,0.6283863481975847,0.6140977370663749,0.6590191280479483,0.6151544629258764,0.6364161468506424,0.6425762406190509,0.6790386170292984
15,0.6919664851983708,0.7023126469906653,0.6958192345030653,0.6866590827889266,0.6769248352273554,0.6610630466294041,0.6996162936747412,0.6917867737848256,0.6664258697898611,0.6412077064522105,0.6744450027734612,0.6855754639523971,0.7025669970824607,0.710226061804333,0.9294312553453408
16,0.6932017502614838,0.7395396153880849,0.684840208704231,0.6759089986175463,0.9184489011635819,0.651949511733768,0.6888044293402651,0.6600070921404171,0.6644022832090656,0.6268965796912983,0.6616105162822019,0.680308046922648,0.9365798543275368,0.702139331936236,0.6733185448839946
17,0.7043442244500876,0.7198104163021248,0.7034847267666412,0.6836216178819343,0.6994181041238916,0.672099150767391,0.7003007605740186,0.6794975268021661,0.6793649063136085,0.6509061845768748,0.692191850091717,0.6944104762159079,0.7119489239256335,0.7202955960506298,0.9324093302445654
18,0.6184440777847738,0.6460102171731216,0.6292269501456718,0.8680291177291344,0.6310457761032465,0.6415814227447145,0.6190004841942485,0.879400844360374,0.8671108092545705,0.6369020269651715,0.6428449096820131,0.629925097744282,0.6362071159027041,0.6432739213821778,0.6613067376885217
19,0.6650474319990447,0.6796402468839859,0.6701915790889135,0.9021868342231778,0.6722543402065988,0.67721976663545,0.6648452729449135,0.9248263363289579,0.9122150853106072,0.6717728701973915,0.6648456288852833,0.6705541946571774,0.687822856077011,0.685854300085825,0.6569041419833948
20,0.693809870889357,0.744377103402353,0.6878924732731124,0.6670062418934656,0.9178527357277173,0.6385066124309016,0.692195831182248,0.6604265124886216,0.6652684153008468,0.614876123681932,0.6619213129307,0.6732402452053111,0.9407083489565791,0.7040473290638123,0.683114793022807
