,0,1,2,3,4
0,0.8653262660717149,0.6556050539134527,0.686540856249497,0.6873907105536713,0.6930486225262397
1,0.6514356608844682,0.6723205657520785,0.671393089041052,0.6554543410513817,0.6480676046063646
2,0.6278323077769643,0.6378484330442107,0.6692677621982558,0.6739091410303095,0.655830640358365
3,0.6062945501168174,0.6499671806006113,0.6767618889308027,0.9295944364509379,0.6871607335374414
4,0.6399691542510246,0.6775575731352547,0.6946570969263065,0.6984637201585395,0.6937582075467268
5,0.6309183985661296,0.678378628816805,0.6998292539813907,0.7115685570439929,0.7101597331775156
6,0.6445654892186654,0.9094811244663024,0.9377876507088967,0.6987427502363573,0.6825418142810695
7,0.6216241994207448,0.6879092147309098,0.6952430637535298,0.7087148886208438,0.7055477719311223
8,0.6376827963340366,0.6778161345499445,0.6851423428203456,0.6916185372867115,0.6833581295988989
9,0.560323133104428,0.6102405213584947,0.6027535790950991,0.6132636142764173,0.59874183960909
10,0.6492660489208133,0.6680351481429998,0.690795641108856,0.6826889012314488,0.6842221238444477
11,0.6390778649857534,0.6506074183192115,0.6949424552290848,0.9133962266619149,0.6745468148443367
12,0.5826775440500113,0.6393723764386429,0.6455013700482208,0.6582286937028943,0.895650287372894
13,0.6287117455566791,0.6595801822481708,0.6939521429934188,0.7077061131867155,0.6918966632454142
14,0.6202212083220503,0.655954504321854,0.677006985025107,0.6765088697838614,0.6781802156703377
15,0.6076371065360457,0.6573154241636706,0.6883647944171505,0.7031641792021731,0.6939338659924178
16,0.6325878950519368,0.642243156720744,0.6370764956256182,0.6285110872768589,0.6301933610306849
17,0.6475038088654177,0.6532127276285665,0.6901725984436321,0.9101031355320658,0.6777513287314691
18,0.6429841536831059,0.6804003796858475,0.7048990074788571,0.7152468732620632,0.711401575913464
19,0.6329549582827186,0.659320632747015,0.6902635166948187,0.6971000533294639,0.6914410104082997
