,0,1,2,3,4
0,0.6331442243601534,0.9254041008611018,0.9541205791970844,0.7050851433575449,0.6927818515393115
1,0.6284338704587209,0.6708461548840987,0.6932183315294336,0.70946401077396,0.7030155948734571
2,0.6127765027922232,0.6450929155530797,0.6756261042898856,0.6733295558410191,0.6645676736714822
3,0.6164922852371884,0.624229217076213,0.6152824161043899,0.6140327993366691,0.6103533443424378
4,0.8444253089087228,0.6292887868839093,0.6209431445411473,0.6182910441247322,0.6121714539418501
5,0.62474829981476,0.6735091058065763,0.6959981186206252,0.6968581498284072,0.7017199613582255
6,0.6220124824339861,0.6617974842150137,0.6756794914673749,0.6829939055272913,0.681373443149164
7,0.6278651541388208,0.6609039243573284,0.6526528186744648,0.6477895898110079,0.6356073835578986
8,0.6167485287554164,0.6575075173319411,0.6717507543227347,0.6841698059138397,0.920813653593757
9,0.6286572743157608,0.6722050745939919,0.6922573147945889,0.6943147189216751,0.6995360701245931
